"code","group","desc"
"58157","C2080754","PROC","gait training on level surfaces"
"58158","C2896459","DISO","Pain in unspecified foot"
"58159","C0581287","DISO","Erythema at injection site"
"58160","C1269761","DISO","Mumps immune"
"58161","C2145171","PROC","traction weight -- procedure"
"58162","C2729880","CHEM","METHYLCOBALAMIN CAP/TAB"
"58163","C2750293","DISO","Microbleeds"
"58164","C1564021","CHEM","Quinidex"
"58165","C1744624","CHEM","Bactine brand of methylbenzethonium chloride"
"58166","C1101331","CHEM","Tracleer"
"58167","C2224570","PROC","brachioplasty"
"58168","Other lab:1000042097","Other lab","baso#"
"58169","C0910612","CHEM","BIRC6 protein, human"
"58170","C2094703","PROC","blepharoplasty of upper lid"
"58171","C1861870","DISO","Earlobe creases"
"58172","C2029953","DISO","infrequent heartburn"
"58173","C0849679","PROC","blood injection"
"58174","C2193546","PROC","composite filling"
"58175","C2242796","DISO","Sickle cell-thalassemia disease"
"58176","C0263608","DISO","Actinic granuloma"
"58177","C1840397","DISO","Degenerative cysts"
"58178","C2586175","PROC","Dysphasia assessment"
"58179","C1828017","DISO","Intermittent hyperventilation"
"58180","Other lab:1200002592","Other lab","cardiac risk factor dc 2/19/16"
"58181","C0565705","DISO","Difficulty picking up objects"
"58182","C2368701","CHEM","Avalide 300/12.5"
"58183","C1628514","DISO","Allergy to shrimp"
"58184","C2033394","DISO","violaceous papule"
"58185","C2147987","PROC","Swiss ball exercises"
"58186","C2825028","CHEM","Insulin Analog [EPC]"
"58187","C2731764","CHEM","Blood Stop"
"58188","C2678400","DISO","Thin legs"
"58189","C2676457","DISO","Hallus valgus"
"58190","C0740350","DISO","Anion gap normal"
"58191","C0751554","DISO","Motor Tic Disorders"
"58192","C1455989","PROC","Pregnancy examination or test"
"58193","C1112757","DISO","Chest pain with radiation to left arm"
"58194","C1853241","DISO","Flat face"
"58195","C1532533","DISO","Fungal endophthalmitis"
"58196","C2203209","DISO","wheezy cough"
"58197","C0813503","CHEM","Tridesilon"
"58198","C1610621","DISO","Factor II mutation"
"58199","C1171094","CHEM","Augmentin XR"
"58200","C0567214","DISO","Bleeding of cervix"
"58201","C0720277","CHEM","Esgic-Plus"
"58202","C0718358","CHEM","Alkets"
"58203","C1530860","CHEM","FugiCEM"
"58204","C0853032","DISO","Sebaceous naevus"
"58205","C1719388","DISO","Thalamic pain syndrome"
"58206","C0918119","PROC","Orchiectomy, partial"
"58207","C2095485","PROC","cool mist vaporizer"
"58208","C2919618","DISO","Exposure to Hepatitis C virus"
"58209","C2137074","DISO","ENT surgical result able to swallow secretions"
"58210","C0722773","CHEM","Prenatal Rx"
"58211","C0722707","CHEM","Polytar"
"58212","C2191307","PROC","root extraction"
"58213","C2097286","PROC","urine luteinizing hormone (LH) measurement"
"58214","C2233593","DISO","sharp flank pain"
"58215","C1336050","DISO","Spinal Degenerative Disorder"
"58216","C2172066","DISO","ulcer of left great toe"
"58217","C1815464","CHEM","Varibar Pudding"
"58218","C2064450","DISO","Bilateral conjunctivitis"
"58219","C1699532","DISO","Finger arthritis"
"58220","C3257533","CHEM","tangerine extract"
"58221","C1737767","PROC","Hip core decompression"
"58222","C2316693","DISO","Transient altered mental status"
"58223","C2718122","CHEM","simo"
"58224","C0521579","DISO","Congenital strabismus"
"58225","C2159408","DISO","pustules on scalp"
"58226","C2166884","DISO","left scrotal mass"
"58227","C2229277","PROC","screening audiogram"
"58228","C2116841","DISO","subcutaneous wound"
"58229","C0751337","DISO","X-Linked Emery-Dreifuss Muscular Dystrophy"
"58230","C1697456","DISO","Mucosal hyperemia"
"58231","C0848794","DISO","envenomation"
"58232","C2957134","PROC","cool foods"
"58233","C0877186","DISO","Viral load increased"
"58234","C0720807","CHEM","Halfprin"
"58235","C2726168","CHEM","turnip allergenic extract"
"58236","C0717713","CHEM","Diphenhydramine / Pseudoephedrine"
"58237","C2242927","DISO","History of aircraft accident"
"58238","C1875694","CHEM","prednisolone / Sulfacetamide"
"58239","C0877583","DISO","Injury of ligament of knee"
"58240","C1269750","DISO","Senile dementia with delusion"
"58241","Other lab:1400594227","Other lab","squamous epithelial-iris"
"58242","C0947730","CHEM","Ripcord"
"58243","C1706705","DISO","Active Peptic Ulcer"
"58244","C2217040","DISO","malignant neoplasm of large intestine stage IV"
"58245","C2719430","CHEM","rimabotulinumtoxinB"
"58246","C2127101","DISO","right-sided cheek swelling"
"58247","C0991768","CHEM","PRECISION LINK"
"58248","C0877804","CHEM","Clotrimazole / Hydrocortisone"
"58249","C1611715","PROC","Venous ligation"
"58250","C2049647","PROC","indwelling catheter PICC line infusion"
"58251","C2937270","PROC","Creation of temporary ileostomy"
"58252","C2199703","DISO","echocardiography: systolic dimension of left ventricle"
"58253","C3242635","DISO","IV drug use"
"58254","C2234374","PROC","palpation of left shoulder"
"58255","C2718527","CHEM","Firmagon"
"58256","C1257888","PHEN","Phase Transition"
"58257","C2014978","PROC","osseous survey"
"58258","C0696124","PROC","nutritional analysis"
"58259","C2115928","DISO","throbbing chest pain"
"58260","C0855955","PROC","Retrograde cystogram"
"58261","C0885636","CHEM","Opuntia vulgaris preparation"
"58262","C2097750","PROC","arthroscopy of left knee"
"58263","C2749428","DISO","Uncoordinated movements"
"58264","C2220134","DISO","skin lesion on forehead"
"58265","C1699651","DISO","Nasal mucosal inflammation"
"58266","C2018084","PROC","speech therapy dysarthria"
"58267","C1849677","DISO","Numerous nevi"
"58268","C2036236","PROC","stress test resting standing"
"58269","C2713286","PROC","Panniculectomy"
"58270","C2586667","CHEM","Norco 7.5/325"
"58271","C2347551","DISO","Last Calibration Date"
"58272","C2029945","DISO","heartburn after meals"
"58273","C2165506","DISO","depression accompanied by"
"58274","C2362612","DISO","History of referral to allergist"
"58275","C1862210","DISO","BLOOD GROUP--NEWFOUNDLAND"
"58276","C0457584","PHEN","Eustachian tube function"
"58277","C2749816","DISO","Friendly personality"
"58278","C2730301","CHEM","Prevacid OTC"
"58279","C2140269","DISO","breast appearance reconstruction left"
"58280","C0939260","CHEM","aviane"
"58281","C2241753","CHEM","Intelence"
"58282","C2914729","DISO","LISINOPRIL/TRIAMTERENE"
"58283","C0724117","CHEM","Unipen"
"58284","C2223231","PROC","appendiceal procedure subcutaneous tissue irrigated"
"58285","C1843146","DISO","Normal interictal EEG"
"58286","C2164434","DISO","decreased tactile sensation"
"58287","C2010384","DISO","gang member"
"58288","C2938940","DISO","Post stroke depression"
"58289","Other lab:1200138545","Other lab","fentanyl lcms"
"58290","C1874680","CHEM","CALCIUM/VITAMIN D/VITAMIN K"
"58291","C3257803","DISO","Watery eyes"
"58292","C2230167","DISO","skin mobility"
"58293","C0940483","DISO","Cratered duodenal ulcer"
"58294","C2130179","DISO","decreased functioning ability"
"58295","C1979934","CHEM","Multimers"
"58296","LOINC:29893-5","LOINC","hiv 1 ab [presence] in serum or plasma by immunoassay"
"58297","C0718083","CHEM","tetracaine ophthalmic"
"58298","C2221226","DISO","single erosion"
"58299","C1997694","DISO","History of arthroscopy of knee joint"
"58300","C2106389","DISO","cold right foot"
"58301","C2019014","DISO","playing racquetball"
"58302","C2986561","DISO","Spindle Cell Oncocytoma of the Adenohypophysis"
"58303","C3241942","DISO","Sore on skin"
"58304","C1706066","CHEM","Cheetah Barium Sulfate"
"58305","C2986610","PROC","Subtenon Route of Administration"
"58306","C2034524","PROC","infusion of hydrochloric acid for parenteral nutrition (treatment)"
"58307","C2104063","DISO","dislocation of left shoulder"
"58308","C1533054","CHEM","Mood stabilizing agent"
"58309","C2083680","DISO","amputation of third toe"
"58310","Other lab:1200138562","Other lab","cyclobenzaprine lcms"
"58311","C0559974","DISO","Seen in gastroenterology clinic"
"58312","C3166253","DISO","Reason for contraindication"
"58313","C1835200","DISO","Prominent corneal nerves"
"58314","C1321345","DISO","Plateau iris syndrome"
"58315","C2071372","DISO","red nasal mucosa"
"58316","C1951219","CHEM","M O S"
"58317","C1301937","DISO","Talipes"
"58318","C2946438","CHEM","Meijer"
"58319","C1761227","DISO","Family isolation"
"58320","C2756356","CHEM","PNEUMOCOCCAL 13-VALENT CONJUGATE"
"58321","C2945702","PROC","standards therapy"
"58322","C1997332","DISO","Lingual dysarthria"
"58323","C3159918","CHEM","Disal"
"58324","C1950972","CHEM","Arnica Gel"
"58325","C2226632","DISO","mass of anterior neck"
"58326","C2238329","DISO","x-ray series of small bowel: rapid transit time"
"58327","C0886549","CHEM","Topotecan Hydrochloride"
"58328","C2220244","DISO","Symptom of neck"
"58329","C1879514","CHEM","Tasigna"
"58330","C2367291","DISO","refuses to drink"
"58331","C2234373","PROC","palpation of right shoulder"
"58332","C2173735","DISO","ultrasound of kidney: small right kidney only"
"58333","C2025930","DISO","cellulitis of left arm"
"58334","C2215627","DISO","affect shallow"
"58335","C0982461","CHEM","WOOL WAX ALCOHOL"
"58336","C3146278","DISO","Nail Changes, CTCAE 3.0"
"58337","C2196187","DISO","strength of tongue"
"58338","C2097393","PROC","allergy testing parakeet"
"58339","C2183232","DISO","diagnostic service sources gastroenterology lab"
"58340","C2713543","PROC","Neurofeedback"
"58341","C1997570","DISO","History of domestic abuse"
"58342","C2939171","DISO","Viral chest cold"
"58343","C0919998","DISO","Diastolic click"
"58344","C1588494","CHEM","Protex"
"58345","C1562901","DISO","Peripheral ulcerative keratitis"
"58346","C0949042","DISO","post-traumatic syndrome"
"58347","C2242626","PROC","Probiotic therapy"
"58348","C0213171","CHEM","Ti-Core composite resin"
"58349","C2599643","DISO","Allergies & Adverse Drug Reactions"
"58350","C1294355","PROC","Detection of parasite"
"58351","C2030978","PROC","hip bone graft"
"58352","C1277838","PROC","hepatitis B e antibody"
"58353","C1275994","PROC","Cover uncover test"
"58354","C2141335","DISO","wound of left foot"
"58355","C2349427","DISO","Other complicated headache syndrome"
"58356","C1875455","CHEM","MACUVITE TAB"
"58357","C1881509","PROC","Magnet Therapy"
"58358","C2242814","DISO","acute sore throat"
"58359","C1387532","DISO","Chronic hemolytic anemia"
"58360","C2918006","CHEM","DIPHEN/LIDOCAINE/NYSTATIN MOUTHWASH"
"58361","C0391873","PROC","Thermocautery"
"58362","C3258293","DISO","Valvular disease"
"58363","RXNORM:400674","RXNORM","dexbrompheniramine/pseudoephedrine"
"58364","C2077863","DISO","internal rotation of right hip"
"58365","C1534903","DISO","Generalized arteriosclerosis"
"58366","C2051288","PROC","Patellar apprehension test"
"58367","C2936666","PROC","Percutaneous Transluminal Angioplasty"
"58368","C2729566","CHEM","Pro 12"
"58369","C1854522","DISO","No deafness"
"58370","C0385862","CHEM","A 007"
"58371","C0720670","CHEM","Gevrabon"
"58372","C2026436","DISO","angiography of cerebral arteries: tumor blush"
"58373","C2030996","DISO","hip extension strength"
"58374","C2349244","PROC","Laparoscopic left hemicolectomy"
"58375","C2097072","PROC","pooling of platelets (lab test)"
"58376","RXNORM:1665684","RXNORM","evolocumab"
"58377","C2939443","DISO","Contusion of globe of eye"
"58378","C2599638","DISO","ADL assistance needed"
"58379","C1721959","CHEM","CK 112"
"58380","C2887570","DISO","Complete loss of teeth due to caries"
"58381","C0259969","CHEM","Tetrahydroisoquinolines"
"58382","C2097367","PROC","allergy testing marsh elder"
"58383","C1710146","DISO","Familial spinal arachnoiditis"
"58384","C2194217","PROC","factor VIIa transfusion (treatment)"
"58385","C1535946","PROC","Beta 2 globulin measurement"
"58386","C0700588","DISO","Acquired hypertrophic pyloric stenosis"
"58387","C3161086","DISO","glaucoma stage mild"
"58388","C2111106","DISO","lacrimation tear break-up time"
"58389","C1814310","CHEM","GOLDENSEAL CAP/TAB"
"58390","C2350656","CHEM","Pegloticase"
"58391","C3160770","DISO","Minor bleed"
"58392","C2116736","DISO","serous drainage from incision"
"58393","C1504598","DISO","Crosstalk - device related injury/complication"
"58394","C0699962","CHEM","Visken"
"58395","C2674853","DISO","Subperiosteal bone formation"
"58396","C1456704","PHEN","Sports Fitness"
"58397","C2169450","DISO","recent aspiration of gastric contents (history)"
"58398","C0337006","PHEN","Freezing weather"
"58399","C0855462","DISO","Aldolase normal"
"58400","C2924473","DISO","Microorganisms seen"
"58401","C2910906","DISO","Encounter for aftercare following joint replacement surgery"
"58402","C2242793","DISO","disfigurement of head"
"58403","C2911565","DISO","Dental restoration status"
"58404","C2230529","DISO","appearance of knee"
"58405","C2196157","DISO","maceration between toes"
"58406","C2945614","CHEM","lactamase"
"58407","C0719339","CHEM","Chromium GTF"
"58408","C2896457","DISO","Pain in right lower leg"
"58409","C2106483","DISO","Mechanical complication of colostomy"
"58410","C1709916","CHEM","Resin Gum Dosage Form"
"58411","C2168813","DISO","pyelonephritis of both kidneys"
"58412","C2223250","PROC","extracorporeal shock wave treatment"
"58413","C0034862","CHEM","Vaccines, Recombinant"
"58414","C1739135","DISO","Progression of prostate cancer"
"58415","C2048720","DISO","abdomen hernia incisional"
"58416","C2931258","DISO","Amaurosis congenita of Leber, type 1"
"58417","Other lab:1200154546","Other lab","mchc4"
"58418","C1443296","DISO","Axial myopia"
"58419","C2087211","DISO","lesions on lower back"
"58420","C1335512","DISO","Prostate Lymphoma"
"58421","C0851886","DISO","Pneumocystis Infections"
"58422","C1997055","DISO","History of partial resection of colon"
"58423","C2721563","DISO","Infectious pneumonitis"
"58424","C0397454","PROC","Removal of cardiac pacemaker"
"58425","C0419991","PROC","Hormonal replacement therapy stopped"
"58426","C2930747","DISO","Shell Shock"
"58427","C2242594","DISO","Mucosal necrosis"
"58428","C2915476","DISO","ITRACONAZOLE/RITONAVIR"
"58429","C1882312","CHEM","V-Cillin"
"58430","C2936352","PHYS","Cognitive Reserve"
"58431","C2071249","DISO","red sclera"
"58432","C0729394","CHEM","Silica dust"
"58433","C0914729","CHEM","almotriptan"
"58434","C2321495","PROC","portable ultrasound"
"58435","C0281771","DISO","Abnormal Tympanic Membrane"
"58436","C0392373","DISO","Gangrene of scrotum"
"58437","C1853635","DISO","Large mouth"
"58438","C0805574","CHEM","Cephadrine"
"58439","C2712907","DISO","obsolete Combined hyperlipidemia"
"58440","C1540600","DISO","Cerebral seizure"
"58441","C0490040","DISO","Chronic tonsillitis and adenoiditis"
"58442","C0848131","PROC","Hormone implant"
"58443","C0717799","CHEM","Guaifenesin / Hydrocodone"
"58444","C2910575","DISO","Encounter for screening for respiratory tuberculosis"
"58445","C2986710","CHEM","Alpha-Tubulin N-Acetyltransferase"
"58446","C0743622","DISO","ETHYLENE GLYCOL INGESTION"
"58447","C0477623","DISO","Other cervical disc degeneration"
"58448","C1660716","CHEM","Razadyne ER"
"58449","C2134692","DISO","reported bruising of hip"
"58450","C1843469","DISO","Epidermal spongiosis"
"58451","C2699757","CHEM","aclidinium"
"58452","C1704216","DISO","Basaloid carcinoma"
"58453","C2054137","DISO","taking dietary supplements"
"58454","C2946981","CHEM","Dextromethorphan / Quinidine"
"58455","C2921336","DISO","Retained tooth"
"58456","C1602644","CHEM","Glyguride"
"58457","C0719639","CHEM","Dacriose"
"58458","Other lab:1200093609","Other lab","qualitative ana dc'd 7/26/17"
"58459","C2368590","DISO","High risk for thromboembolism (AFIB)"
"58460","C2915936","DISO","ERYTHROMYCIN/TRIMETHOPRIM"
"58461","C0334421","DISO","Glomangioma"
"58462","C2242582","DISO","Cholestatic liver injury"
"58463","C2091926","PROC","extensor tendon repair of lower leg"
"58464","C3152168","DISO","Low muscle mass"
"58465","C0085253","DISO","Adult-Onset Still Disease"
"58466","C1997266","DISO","Strain of flexor muscle of hip"
"58467","C1608945","DISO","Exfoliative rash"
"58468","C0733062","CHEM","Zelapar"
"58469","C1449631","DISO","Gallbladder Dyskinesia"
"58470","C1707960","DISO","excessive blinking"
"58471","C2202959","DISO","warmth of toe"
"58472","C2919152","CHEM","Psoralen [EPC]"
"58473","C0729150","CHEM","E-250"
"58474","C2143080","DISO","ptosis of left eye"
"58475","LOINC:6864-3","LOINC","hemoglobin s [presence] in blood by solubility test"
"58476","C0785414","CHEM","Aquabase"
"58477","RXNORM:285245","RXNORM","cinnamon"
